rowid,occurred_on,tipo,amount_cents,descricao,categoria
1152,2025-12-04,receita,10000,From Flexible Cash Funds,Transferências internas
1153,2025-12-04,despesa,11000,Transfer to CLAUDIO ALEXANDRE GIL DOS SANTOS,Compras e Roupa
1154,2025-12-04,despesa,374,SuperValu,Supermercado
1155,2025-12-04,despesa,2999,CapCut,Assinaturas e Digital
1156,2025-12-04,despesa,10,To Flexible Cash Funds,Transferências internas
1157,2025-12-04,receita,27,Interest earned - Flexible Cash Funds,Rendimentos
1158,2025-12-05,despesa,190,24/7 Shop,Supermercado
1159,2025-12-05,receita,5000,From Flexible Cash Funds,Transferências internas
1160,2025-12-05,despesa,22,To Flexible Cash Funds,Transferências internas
1161,2025-12-05,despesa,15,To Flexible Cash Funds,Transferências internas
1162,2025-12-05,receita,2200,From Flexible Cash Funds,Transferências internas
1163,2025-12-05,despesa,85,To Flexible Cash Funds,Transferências internas
1164,2025-12-05,receita,26,Interest earned - Flexible Cash Funds,Rendimentos
1165,2025-12-06,despesa,100,To Flexible Cash Funds,Transferências internas
1166,2025-12-06,despesa,2078,Irish Rail,Transporte
1167,2025-12-06,despesa,685,Daybreak,Supermercado
1168,2025-12-06,receita,2000,From Flexible Cash Funds,Transferências internas
1169,2025-12-06,despesa,100,To Flexible Cash Funds,Transferências internas
1170,2025-12-06,despesa,3515,ALDI,Supermercado
1171,2025-12-06,receita,27,Interest earned - Flexible Cash Funds,Rendimentos
1172,2025-12-07,despesa,500,Transport for Ireland - TFI,Transporte
1173,2025-12-07,receita,1000,From Flexible Cash Funds,Transferências internas
1174,2025-12-07,despesa,90,To Flexible Cash Funds,Transferências internas
1175,2025-12-07,receita,7000,From Flexible Cash Funds,Transferências internas
1176,2025-12-07,despesa,100,To Flexible Cash Funds,Transferências internas
1177,2025-12-07,receita,26,Interest earned - Flexible Cash Funds,Rendimentos
1178,2025-12-08,despesa,2500,Decathlon,Compras e Roupa
1179,2025-12-08,despesa,3000,Mister Hyde Pub,Lazer
1180,2025-12-08,despesa,410,Insomnia Coffee Company,Alimentação fora
1181,2025-12-08,despesa,200,To Joana Palminha irl,Transferências internas
1182,2025-12-08,despesa,100,To Flexible Cash Funds,Transferências internas
1183,2025-12-08,receita,149267,Payment from DR JOHN CLARKE,Salário
1184,2025-12-08,despesa,43,To Flexible Cash Funds,Transferências internas
1185,2025-12-08,despesa,2659,Pagamento (Gabriel Garcia de Araujo) — 50% de Lidl,Supermercado
1186,2025-12-08,despesa,100000,To Flexible Cash Funds,Transferências internas
1187,2025-12-08,receita,1758,Recebimento (Gabriel Garcia de Araujo) — 50% de ALDI,Outras receitas
1188,2025-12-08,receita,27,Interest earned - Flexible Cash Funds,Rendimentos
1189,2025-12-09,despesa,800,Eir O'connell St Limer,Moradia
1190,2025-12-09,despesa,35,To Flexible Cash Funds,Transferências internas
1191,2025-12-09,despesa,557,SuperValu,Supermercado
1192,2025-12-09,despesa,5265,Temu,Compras e Roupa
1193,2025-12-09,receita,26,Interest earned - Flexible Cash Funds,Rendimentos
1194,2025-12-10,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1195,2025-12-11,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1196,2025-12-12,despesa,70,To Flexible Cash Funds,Transferências internas
1197,2025-12-12,despesa,80,To Flexible Cash Funds,Transferências internas
1198,2025-12-12,despesa,100,To Flexible Cash Funds,Transferências internas
1199,2025-12-12,despesa,100,To Flexible Cash Funds,Transferências internas
1200,2025-12-12,despesa,80,To Flexible Cash Funds,Transferências internas
1201,2025-12-12,despesa,80,To Flexible Cash Funds,Transferências internas
1202,2025-12-12,despesa,55,To Flexible Cash Funds,Transferências internas
1203,2025-12-12,despesa,30,To Flexible Cash Funds,Transferências internas
1204,2025-12-12,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1205,2025-12-13,despesa,10070,Trading 212,Investimentos
1206,2025-12-13,despesa,1045,Castletroy TCC,Alimentação
1207,2025-12-13,despesa,320,Mocha Beans,Alimentação
1208,2025-12-13,despesa,1000,Fire Food Restaurants,Alimentação fora
1209,2025-12-13,despesa,1600,Fire Food Restaurants,Alimentação fora
1210,2025-12-13,despesa,40,To Flexible Cash Funds,Transferências internas
1211,2025-12-13,despesa,230,Directroute,Alimentação
1212,2025-12-13,despesa,520,Penneys,Compras e Roupa
1213,2025-12-13,despesa,720,Q Park,Alimentação
1214,2025-12-13,despesa,98,To Flexible Cash Funds,Transferências internas
1215,2025-12-13,despesa,100,To Flexible Cash Funds,Transferências internas
1216,2025-12-13,despesa,1,To Flexible Cash Funds,Transferências internas
1217,2025-12-13,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1218,2025-12-14,despesa,25,To Flexible Cash Funds,Transferências internas
1219,2025-12-14,despesa,2700,Locke Burger,Alimentação fora
1220,2025-12-14,despesa,7202,Lidl,Supermercado
1221,2025-12-14,despesa,699,Amzprimeie,Assinaturas e Digital
1222,2025-12-14,despesa,760,Daybreak,Supermercado
1223,2025-12-14,despesa,33,To Flexible Cash Funds,Transferências internas
1224,2025-12-14,despesa,70,To Flexible Cash Funds,Transferências internas
1225,2025-12-14,despesa,3,To Flexible Cash Funds,Transferências internas
1226,2025-12-14,despesa,175,Vinted,Outras despesas
1227,2025-12-14,receita,500,Recebimento (Gabriel Garcia de Araujo) — 50% de Fire Food Restaurants,Outras receitas
1228,2025-12-14,receita,800,Recebimento (Gabriel Garcia de Araujo) — 50% de Fire Food Restaurants,Outras receitas
1229,2025-12-14,receita,360,Recebimento (Gabriel Garcia de Araujo) — 50% de Q Park,Outras receitas
1230,2025-12-14,receita,380,Recebimento (Gabriel Garcia de Araujo) — 50% de Daybreak,Outras receitas
1231,2025-12-14,receita,1350,Recebimento (Gabriel Garcia de Araujo) — 50% de Locke Burger,Outras receitas
1232,2025-12-14,receita,3601,Recebimento (Gabriel Garcia de Araujo) — 50% de Lidl,Outras receitas
1233,2025-12-14,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1234,2025-12-15,despesa,4167,Polonez,Supermercado
1235,2025-12-15,despesa,4497,Lidl,Supermercado
1236,2025-12-15,despesa,730,Dunnes Stores,Supermercado
1237,2025-12-15,despesa,1700,To Sonia Maria Ferreira Costa,Outras despesas
1238,2025-12-15,despesa,1,To Flexible Cash Funds,Transferências internas
1239,2025-12-15,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1240,2025-12-16,receita,500,Payment from MANGOPAY,Outras receitas
1241,2025-12-16,receita,400,Payment from MANGOPAY,Outras receitas
1242,2025-12-16,despesa,81,To Flexible Cash Funds,Transferências internas
1243,2025-12-16,despesa,61,To Flexible Cash Funds,Transferências internas
1244,2025-12-16,despesa,5019,Vinted,Outras despesas
1245,2025-12-16,receita,2100,From Flexible Cash Funds,Transferências internas
1246,2025-12-16,despesa,50,To Flexible Cash Funds,Transferências internas
1247,2025-12-16,despesa,43,To Flexible Cash Funds,Transferências internas
1248,2025-12-16,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1249,2025-12-17,despesa,1239,Vinted,Outras despesas
1250,2025-12-17,despesa,1450,O'Sullivans Pharmacy,Saúde
1251,2025-12-17,despesa,5299,Ryanair,Viagem
1252,2025-12-17,despesa,557,SuperValu,Supermercado
1253,2025-12-17,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1254,2025-12-18,receita,10000,From Flexible Cash Funds,Transferências internas
1255,2025-12-18,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1256,2025-12-19,despesa,1295,Pagamento (Gabriel Garcia de Araujo) — 50% de Omniplex,Lazer
1257,2025-12-19,receita,1700,From Flexible Cash Funds,Transferências internas
1258,2025-12-19,receita,40000,Payment from SONIA MARIA FERREIRA COSTA,Outras receitas
1259,2025-12-19,despesa,91,To Flexible Cash Funds,Transferências internas
1260,2025-12-19,despesa,10,To Flexible Cash Funds,Transferências internas
1261,2025-12-19,despesa,40,To Flexible Cash Funds,Transferências internas
1262,2025-12-19,despesa,35000,To Flexible Cash Funds,Transferências internas
1263,2025-12-19,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1264,2025-12-20,despesa,1209,Tesco,Supermercado
1265,2025-12-20,receita,20000,From Flexible Cash Funds,Transferências internas
1266,2025-12-20,despesa,100,To Flexible Cash Funds,Transferências internas
1267,2025-12-20,despesa,31,To Flexible Cash Funds,Transferências internas
1268,2025-12-20,despesa,25,To Flexible Cash Funds,Transferências internas
1269,2025-12-20,receita,3800,From Flexible Cash Funds,Transferências internas
1270,2025-12-20,despesa,75,To Flexible Cash Funds,Transferências internas
1271,2025-12-20,despesa,5800,Vinted,Outras despesas
1272,2025-12-20,despesa,6069,Vinted,Outras despesas
1273,2025-12-20,despesa,7375,Vinted,Outras despesas
1274,2025-12-20,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1275,2025-12-21,despesa,4225,Vinted,Outras despesas
1276,2025-12-21,despesa,1290,Bobby Byrne's,Lazer
1277,2025-12-21,despesa,660,Bobby Byrne's,Lazer
1278,2025-12-21,despesa,25,To Flexible Cash Funds,Transferências internas
1279,2025-12-21,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1280,2025-12-22,receita,1000,From Flexible Cash Funds,Transferências internas
1281,2025-12-22,despesa,375,ALDI,Supermercado
1282,2025-12-22,receita,148546,Payment from DR JOHN CLARKE,Salário
1283,2025-12-22,despesa,50000,To Flexible Cash Funds,Transferências internas
1284,2025-12-22,despesa,1000,To Flexible Cash Funds,Transferências internas
1285,2025-12-22,despesa,30000,To Atlantic Technological University ATU,Educação
1286,2025-12-22,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1287,2025-12-23,despesa,19000,To Joana Palminha irl,Transferências internas
1288,2025-12-23,despesa,2400,Irish Citylink,Transporte
1289,2025-12-23,despesa,76,To Flexible Cash Funds,Transferências internas
1290,2025-12-23,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1291,2025-12-24,despesa,100,To Flexible Cash Funds,Transferências internas
1292,2025-12-24,despesa,100,To Flexible Cash Funds,Transferências internas
1293,2025-12-24,despesa,50,To Flexible Cash Funds,Transferências internas
1294,2025-12-24,despesa,32,To Flexible Cash Funds,Transferências internas
1295,2025-12-24,despesa,1924,ALDI,Supermercado
1296,2025-12-24,despesa,1150,Pagamento (Gabriel Garcia de Araujo) — 50% de Chatgpt,Assinaturas e Digital
1297,2025-12-24,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1298,2025-12-25,despesa,1200,Canva* I04740-49755640,Assinaturas e Digital
1299,2025-12-25,despesa,7000,Golden Discs,Compras e Roupa
1300,2025-12-25,despesa,450,Flying Tiger Copenhagen,Compras e Roupa
1301,2025-12-25,despesa,368,ALDI,Supermercado
1302,2025-12-25,receita,31,Interest earned - Flexible Cash Funds,Rendimentos
1303,2025-12-26,despesa,10,To Flexible Cash Funds,Transferências internas
1304,2025-12-26,despesa,15,To Flexible Cash Funds,Transferências internas
1305,2025-12-26,despesa,78,To Flexible Cash Funds,Transferências internas
1306,2025-12-26,despesa,20,To Flexible Cash Funds,Transferências internas
1307,2025-12-26,receita,31,Interest earned - Flexible Cash Funds,Rendimentos
1308,2025-12-27,despesa,790,Butlers Chocolates,Alimentação
1309,2025-12-27,despesa,2122,Huanqing Wang,Alimentação
1310,2025-12-27,despesa,6785,Jasminedream Unip,Lazer
1311,2025-12-27,despesa,680,Associacao Humana,Compras e Roupa
1312,2025-12-27,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1313,2025-12-28,despesa,20,To Flexible Cash Funds,Transferências internas
1314,2025-12-28,receita,31,Interest earned - Flexible Cash Funds,Rendimentos
1315,2025-12-29,despesa,75,To Flexible Cash Funds,Transferências internas
1316,2025-12-29,despesa,3000,To Joana Palminha irl,Transferências internas
1317,2025-12-29,despesa,3480,Decathlon,Compras e Roupa
1318,2025-12-29,receita,5100,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1319,2025-12-29,receita,62500,From Flexible Cash Funds,Transferências internas
1320,2025-12-29,despesa,78500,To Michael Quinn,Moradia
1321,2025-12-29,despesa,6325,Vinted,Outras despesas
1322,2025-12-29,receita,1000,From Flexible Cash Funds,Transferências internas
1323,2025-12-29,despesa,1,To Flexible Cash Funds,Transferências internas
1324,2025-12-29,receita,31,Interest earned - Flexible Cash Funds,Rendimentos
1325,2025-12-30,receita,650,Payment from MANGOPAY,Outras receitas
1326,2025-12-30,receita,10000,From Flexible Cash Funds,Transferências internas
1327,2025-12-30,despesa,100,To Flexible Cash Funds,Transferências internas
1328,2025-12-30,despesa,500,To Sonia Maria Ferreira Costa,Outras despesas
1329,2025-12-30,despesa,13,To Flexible Cash Funds,Transferências internas
1330,2025-12-30,despesa,100,To Flexible Cash Funds,Transferências internas
1331,2025-12-30,despesa,32000,To Flexible Cash Funds,Transferências internas
1332,2025-12-30,receita,9700,From Flexible Cash Funds,Transferências internas
1333,2025-12-30,despesa,54,To Flexible Cash Funds,Transferências internas
1334,2025-12-30,despesa,5,To Flexible Cash Funds,Transferências internas
1335,2025-12-30,despesa,500,To Sonia Maria Ferreira Costa,Outras despesas
1336,2025-12-30,despesa,1000,To Sonia Maria Ferreira Costa,Outras despesas
1337,2025-12-30,despesa,30,To Flexible Cash Funds,Transferências internas
1338,2025-12-30,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1339,2025-12-31,despesa,73,To Flexible Cash Funds,Transferências internas
1340,2025-12-31,despesa,946,Huanqing Wang,Lazer
1341,2025-12-31,despesa,3000,Kabeleireiro Da Vila,Moradia
1342,2025-12-31,despesa,1095,Calzedonia,Compras e Roupa
1343,2025-12-31,despesa,700,Tezenis,Compras e Roupa
1344,2025-12-31,despesa,870,SoHo,Compras e Roupa
1345,2025-12-31,despesa,699,Uber,Transporte
1346,2025-12-31,despesa,587,Auchan,Compras e Roupa
1347,2025-12-31,despesa,100,To Flexible Cash Funds,Transferências internas
1348,2025-12-31,despesa,80,To Flexible Cash Funds,Transferências internas
1349,2025-12-31,despesa,80,To Flexible Cash Funds,Transferências internas
1350,2025-12-31,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1351,2026-01-01,despesa,1140,FREE NOW,Transporte
1352,2026-01-01,receita,11000,From Flexible Cash Funds,Transferências internas
1353,2026-01-01,despesa,11000,To Joana Palminha,Transferências internas
1354,2026-01-01,receita,22000,From Flexible Cash Funds,Transferências internas
1355,2026-01-01,despesa,270,Pagamento (Gabriel Garcia de Araujo) — 50% de Daybreak,Supermercado
1356,2026-01-01,despesa,1000,To Flexible Cash Funds,Transferências internas
1357,2026-01-01,receita,29,Interest earned - Flexible Cash Funds,Rendimentos
1358,2026-01-02,despesa,15071,repayment,Empréstimos e Dívidas
1359,2026-01-02,despesa,600,Jerry Flannery's Bar,Lazer
1360,2026-01-02,despesa,1320,Jerry Flannery's Bar,Lazer
1361,2026-01-02,despesa,1320,Jerry Flannery's Bar,Lazer
1362,2026-01-02,despesa,4700,Grove Island Sport And Leisure Facilities Ltd,Lazer
1363,2026-01-02,receita,1200,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1364,2026-01-02,despesa,100,To Flexible Cash Funds,Transferências internas
1365,2026-01-02,despesa,99,To Flexible Cash Funds,Transferências internas
1366,2026-01-02,receita,30,Interest earned - Flexible Cash Funds,Rendimentos
1367,2026-01-03,despesa,1000,Aura Leisure,Lazer
1368,2026-01-03,despesa,501,Lidl,Supermercado
1369,2026-01-03,receita,5000,From Flexible Cash Funds,Transferências internas
1370,2026-01-03,despesa,1,To Flexible Cash Funds,Transferências internas
1371,2026-01-03,receita,3000,From Flexible Cash Funds,Transferências internas
1372,2026-01-03,receita,1500,From Flexible Cash Funds,Transferências internas
1373,2026-01-03,despesa,47,To Flexible Cash Funds,Transferências internas
1374,2026-01-03,despesa,100,To Flexible Cash Funds,Transferências internas
1375,2026-01-03,receita,28,Interest earned - Flexible Cash Funds,Rendimentos
1376,2026-01-04,despesa,600,Vinted,Outras despesas
1377,2026-01-04,despesa,4253,Polonez,Supermercado
1378,2026-01-04,receita,1535,From Flexible Cash Funds,Transferências internas
1379,2026-01-04,despesa,1535,Pagamento (Gabriel Garcia de Araujo) — 50% de Mr Price,Compras e Roupa
1380,2026-01-04,receita,2127,Recebimento (Gabriel Garcia de Araujo) — 50% de Polonez,Outras receitas
